season,award,rank,source,ballots,name,team,points,first_place,place_votes
2022,MVP,2,ballots,99.0,Joel Embiid,PHI,699,26,26 38 34 1 0
2022,MVP,3,ballots,99.0,Giannis Antetokounmpo,MIL,592,9,9 32 52 6 0
2022,MVP,4,ballots,99.0,Devin Booker,PHX,211,0,0 1 7 49 22
2022,MVP,5,ballots,99.0,Luka Doncic,DAL,145,0,0 1 0 32 42
2022,MVP,6,ballots,99.0,Jayson Tatum,BOS,43,0,0 0 0 8 19
2022,MVP,7,ballots,99.0,Ja Morant,MEM,10,0,0 0 0 1 7
2022,MVP,8,ballots,99.0,Nikola Times-PicayuneJokic,DEN,10,1,1 0 0 0 0
2022,MVP,9,ballots,99.0,Stephen Curry,GSW,4,0,0 0 0 0 4
2022,MVP,10,ballots,99.0,Chris Paul,PHX,2,0,0 0 0 0 2
2022,MVP,11,ballots,99.0,DeMar DeRozan,CHI,1,0,0 0 0 0 1
2022,MVP,12,ballots,99.0,LeBron James,LAL,1,0,0 0 0 0 1
2022,MVP,13,ballots,99.0,Kevin Durant,BKN,1,0,0 0 0 0 1
2022,ROY,1,ballots,99.0,Scottie Barnes,TOR,375,48,48 42 9
2022,ROY,2,ballots,99.0,Evan Mobley,CLE,358,42,42 46 10
2022,ROY,3,ballots,99.0,Cade Cunningham,DET,152,9,9 10 77
2022,ROY,4,ballots,99.0,Jalen Green,HOU,3,0,0 1 0
2022,ROY,5,ballots,99.0,Franz Wagner,ORL,2,0,0 0 2
2022,ROY,6,ballots,99.0,Herbert Jones,NOP,1,0,0 0 1
2022,SMOY,1,ballots,99.0,Tyler Herro,MIA,483,95,95 2 2
2022,SMOY,2,ballots,99.0,Kevin Love,CLE,211,3,3 57 25
2022,SMOY,3,ballots,99.0,Cameron Johnson,PHX,127,1,1 27 41
2022,SMOY,4,ballots,99.0,Jordan Clarkson,UTA,27,0,0 7 6
2022,SMOY,5,ballots,99.0,Luke Kennard,LAC,12,0,0 2 6
2022,SMOY,6,ballots,99.0,Bogdan Bogdanovic,ATL,10,0,0 3 1
2022,SMOY,7,ballots,99.0,Kelly Oubre Jr.,CHA,9,0,0 0 9
2022,SMOY,8,ballots,99.0,De'Anthony Melton,MEM,4,0,0 0 4
2022,SMOY,9,ballots,99.0,Montrezl Harrell,CHA,3,0,0 1 0
2022,SMOY,10,ballots,99.0,Immanuel Quickley,NYK,2,0,0 0 2
2022,SMOY,11,ballots,99.0,Tyus Jones,MEM,1,0,0 0 1
2022,SMOY,12,ballots,99.0,Brandon Clarke,MEM,1,0,0 0 1
2022,SMOY,13,ballots,99.0,Maxi Kleber,DAL,1,0,0 0 1
2022,COY,1,ballots,99.0,Monty Williams,PHX,453,80,80 17 2
2022,COY,2,ballots,99.0,Taylor Jenkins,MEM,269,17,17 55 19
2022,COY,3,ballots,99.0,Erik Spoelstra,MIA,72,1,1 16 19
2022,COY,4,ballots,99.0,Ime Udoka,BOS,46,1,1 5 26
2022,COY,5,ballots,99.0,J.B. Bickerstaff,CLE,25,0,0 3 16
2022,COY,6,ballots,99.0,Jason Kidd,DAL,9,0,0 1 6
2022,COY,7,ballots,99.0,Tyronn Lue,LAC,9,0,0 1 6
2022,COY,8,ballots,99.0,Nick Nurse,TOR,4,0,0 1 1
2022,COY,9,ballots,99.0,Chris Finch,MIN,4,0,0 0 4
2023,CLUTCH,1,ballots,100.0,DeAaron Fox,SAC,460,91,91 1 2
2023,CLUTCH,2,ballots,100.0,Jimmy Butler,MIA,104,1,1 24 27
2023,CLUTCH,3,ballots,100.0,DeMar DeRozan,CHI,80,0,0 20 20
2023,CLUTCH,4,ballots,100.0,Jalen Brunson,NYK,77,1,1 17 21
2023,CLUTCH,5,ballots,100.0,Joel Embiid,PHI,51,1,1 13 7
2023,CLUTCH,6,ballots,100.0,Donovan Mitchell,CLE,32,1,1 8 3
2023,CLUTCH,7,ballots,100.0,Shai Gilgeous-Alexander,OKC,31,1,1 7 5
2023,CLUTCH,8,ballots,100.0,Luka Doncic,DAL,17,1,1 3 3
2023,CLUTCH,9,ballots,100.0,Stephen Curry,GSW,15,2,2 1 2
2023,CLUTCH,10,ballots,100.0,Jayson Tatum,BOS,10,0,0 2 4
2023,CLUTCH,11,ballots,100.0,Damian Lillard,POR,10,0,0 3 1
2023,CLUTCH,12,ballots,100.0,Kyrie Irving,DAL,7,1,1 0 2
2023,CLUTCH,13,ballots,100.0,Nikola Jokic,DEN,5,0,0 1 2
2023,CLUTCH,14,ballots,100.0,Julius Randle,NYK,1,0,0 0 1
2023,DPOY,1,totals,,Jaren Jackson Jr.,Memphis,391,56,56 35 6
2023,DPOY,2,totals,,Brook Lopez,Milwaukee,309,31,31 47 13
2023,DPOY,3,totals,,Evan Mobley,Cleveland,101,8,8 10 31
2023,DPOY,4,totals,,Draymond Green,Golden State,34,3,3 2 13
2023,DPOY,5,totals,,Bam Adebayo,Miami,18,1,1 2 7
2023,DPOY,6,totals,,Giannis Antetokounmpo,Milwaukee,14,0,0 2 8
2023,DPOY,7,totals,,O.G. Anunoby,Toronto,8,0,0 1 5
2023,DPOY,8,totals,,Jrue Holiday,Milwaukee,8,0,0 1 5
2023,DPOY,9,totals,,Joel Embiid,Philadelphia,7,1,1 0 2
2023,DPOY,10,totals,,Nic Claxton,Brooklyn,7,0,0 0 7
2023,DPOY,11,totals,,Alex Caruso,Chicago,2,0,0 0 2
2023,DPOY,12,totals,,Jimmy Butler,Miami,1,0,0 0 1
2023,MIP,1,ballots,100.0,Lauri Markkanen,UTA,430,69,69 27 4
2023,MIP,2,ballots,100.0,Shai Gilgeous-Alexander,OKC,289,24,24 54 7
2023,MIP,3,ballots,100.0,Jalen Brunson,NYK,91,4,4 11 38
2023,MIP,4,ballots,100.0,Mikal Bridges,BKN,33,1,1 1 25
2023,MIP,5,ballots,100.0,Nic Claxton,BKN,22,0,0 4 10
2023,MIP,6,ballots,100.0,Tyrese Haliburton,IND,16,1,1 1 8
2023,MIP,7,ballots,100.0,Trey Murphy III,NOP,8,1,1 0 3
2023,MIP,8,ballots,100.0,Kevon Looney,GSW,3,0,0 1 0
2023,MIP,9,ballots,100.0,De'Aaron Fox,SAC,3,0,0 1 0
2023,MIP,10,ballots,100.0,Austin Reaves,LAL,2,0,0 0 2
2023,MIP,11,ballots,100.0,Malik Monk,SAC,1,0,0 0 1
2023,MIP,12,ballots,100.0,Aaron Gordon,DEN,1,0,0 0 1
2023,MIP,13,ballots,100.0,Jaren Jackson Jr.,MEM,1,0,0 0 1
2023,ROY,1,ballots,100.0,Paolo Banchero,ORL,494,98,98 1 1
2023,ROY,2,ballots,100.0,Jalen Williams,OKC,241,0,0 75 16
2023,ROY,3,ballots,100.0,Walker Kessler,UTA,114,2,2 17 53
2023,ROY,4,ballots,100.0,Bennedict Mathurin,IND,27,0,0 4 15
2023,ROY,5,ballots,100.0,Keegan Murray,SAC,21,0,0 3 12
2023,ROY,6,ballots,100.0,Jaden Ivey,DET,3,0,0 0 3
2023,SMOY,1,totals,,Malcolm Brogdon,Boston,408,60,60 35 3
2023,SMOY,2,totals,,Immanuel Quickley,New York,326,34,34 49 9
2023,SMOY,3,totals,,Bobby Portis Jr.,Milwaukee,97,6,6 10 37
2023,SMOY,4,totals,,Norman Powell,LA Clippers,24,0,0 1 21
2023,SMOY,5,totals,,Malik Monk,Sacramento,22,0,0 3 13
2023,SMOY,6,totals,,Tyus Jones,Memphis,10,0,0 1 7
2023,SMOY,7,totals,,Austin Reaves,Los Angeles Lakers,9,0,0 1 6
2023,SMOY,8,totals,,Bennedict Mathurin,Indiana,2,0,0 0 2
2023,SMOY,9,totals,,Russell Westbrook,LA Clippers,1,0,0 0 1
2023,SMOY,10,totals,,Christian Wood,Dallas,1,0,0 0 1
2023,COY,1,ballots,100.0,Mike Brown,SAC,495,99,99 0 0
2023,COY,2,ballots,100.0,Mark Daigneault,OKC,164,0,0 48 20
2023,COY,3,ballots,100.0,Joe Mazzulla,BOS,77,0,0 18 23
2023,COY,4,ballots,100.0,J.B. Bickerstaff,CLE,52,0,0 13 13
2023,COY,5,ballots,100.0,Michael Malone,DEN,30,0,0 7 9
2023,COY,6,ballots,100.0,Mike Budenholzer,MIL,27,0,0 5 12
2023,COY,7,ballots,100.0,Tom Thibodeau,NYK,16,0,0 3 7
2023,COY,8,ballots,100.0,Jacque Vaughn,BKN,16,0,0 3 7
2023,COY,9,ballots,100.0,Will Hardy,UTA,7,0,0 1 4
2023,COY,10,ballots,100.0,Taylor Jenkins,MEM,5,0,0 1 2
2023,COY,11,ballots,100.0,Mike AppealBrown,SAC,5,1,1 0 0
2023,COY,12,ballots,100.0,Darvin Ham,LAL,3,0,0 1 0
2023,COY,13,ballots,100.0,Tyronn Lue,LAC,1,0,0 0 1
2023,COY,14,ballots,100.0,Willie Green,NOP,1,0,0 0 1
2023,COY,15,ballots,100.0,Doc Rivers,PHI,1,0,0 0 1
2023,MVP,1,totals,,Joel Embiid,Philadelphia,915,73,73 25 2 0 0
2023,MVP,2,totals,,Nikola Jokić,Denver,674,15,15 52 32 0 0
2023,MVP,3,totals,,Giannis Antetokounmpo,Milwaukee,606,12,12 23 65 0 0
2023,MVP,4,totals,,Jayson Tatum,Boston,280,0,0 0 1 89 8
2023,MVP,5,totals,,Shai Gilgeous-Alexander,Oklahoma City,46,0,0 0 0 6 28
2023,MVP,6,totals,,Donovan Mitchell,Cleveland,30,0,0 0 0 1 27
2023,MVP,7,totals,,Domantas Sabonis,Sacramento,27,0,0 0 0 1 24
2023,MVP,8,totals,,Luka Dončić,Dallas,10,0,0 0 0 2 4
2023,MVP,9,totals,,Stephen Curry,Golden State,5,0,0 0 0 1 2
2023,MVP,10,totals,,Jimmy Butler,Miami,3,0,0 0 0 0 3
2023,MVP,11,totals,,De'Aaron Fox,Sacramento,2,0,0 0 0 0 2
2023,MVP,12,totals,,Jalen Brunson,New York,1,0,0 0 0 0 1
2023,MVP,13,totals,,Ja Morant,Memphis,1,0,0 0 0 0 1
2024,CLUTCH,1,ballots,98.0,Stephen Curry,Golden State,298,45,45 18 19
2024,CLUTCH,2,ballots,98.0,DeMar Derozan,Chicago,272,34,34 27 21
2024,CLUTCH,3,ballots,98.0,Shai Gilgeous-Alexander,Oklahoma City,157,11,11 28 18
2024,CLUTCH,4,ballots,98.0,Nikola Jokic,Denver,85,4,4 14 23
2024,CLUTCH,5,ballots,98.0,Jalen Brunson,New York,26,2,2 4 4
2024,CLUTCH,6,ballots,98.0,Luka Doncic,Dallas,16,1,1 2 5
2024,CLUTCH,7,ballots,98.0,Kyrie Irving,Dallas,14,0,0 4 2
2024,CLUTCH,8,ballots,98.0,Anthony Edwards,Minnesota,6,1,1 0 1
2024,CLUTCH,9,ballots,98.0,LeBron James,Los Angeles,3,0,0 1 0
2024,CLUTCH,10,ballots,98.0,Damian Lillard,Milwaukee,2,0,0 0 2
2024,CLUTCH,11,ballots,98.0,Lakers Jalen Williams,Oklahoma City,1,0,0 0 1
2024,CLUTCH,12,ballots,98.0,Giannis Antetokounmpo,Milwaukee,1,0,0 0 1
2024,CLUTCH,13,ballots,98.0,De'Aaron Fox,Sacramento,1,0,0 0 1
2024,DPOY,1,ballots,97.0,Rudy Gobert,Minnesota,415,71,71 20 0
2024,DPOY,2,ballots,97.0,Victor Wembanyama,San Antonio,234,18,18 44 12
2024,DPOY,3,ballots,97.0,Bam Adebayo,Miami,86,3,3 15 26
2024,DPOY,4,ballots,97.0,Anthony Davis,Los Angeles,83,4,4 10 33
2024,DPOY,5,ballots,97.0,Herbert Jones,New Orleans,14,0,0 2 8
2024,DPOY,6,ballots,97.0,Lakers Rudy Gobert,Minnesota,12,0,0 4 0
2024,DPOY,7,ballots,97.0,Jrue Holiday,Boston,7,1,1 0 2
2024,DPOY,8,ballots,97.0,Derrick White,Boston,5,0,0 1 2
2024,DPOY,9,ballots,97.0,Lakers Victor Wembanyama,San Antonio,5,0,0 0 5
2024,DPOY,10,ballots,97.0,Lakers Bam Adebayo,Miami,5,0,0 0 5
2024,DPOY,11,ballots,97.0,Giannis Antetokounmpo,Milwaukee,3,0,0 1 0
2024,DPOY,12,ballots,97.0,Domantas Sabonis,Sacramento,1,0,0 0 1
2024,DPOY,13,ballots,97.0,Jalen Suggs,Orlando,1,0,0 0 1
2024,DPOY,14,ballots,97.0,Jarrett Allen,Cleveland,1,0,0 0 1
2024,DPOY,15,ballots,97.0,Alex Caruso,Chicago,1,0,0 0 1
2024,MVP,1,ballots,99.0,Nikola Jokic,Denver,926,79,79 18 2 0 0
2024,MVP,2,ballots,99.0,Shai Gilgeous-Alexander,Oklahoma City,640,15,15 40 40 3 1
2024,MVP,3,ballots,99.0,Luka Doncic,Dallas,566,4,4 36 50 8 0
2024,MVP,4,ballots,99.0,Giannis Antetokounmpo,Milwaukee,192,1,1 1 4 44 23
2024,MVP,5,ballots,99.0,Jalen Brunson,New York,142,0,0 3 1 28 32
2024,MVP,6,ballots,99.0,Jayson Tatum,Boston,86,0,0 0 1 14 39
2024,MVP,7,ballots,99.0,Anthony Edwards,Minnesota,18,0,0 1 1 1 3
2024,MVP,8,ballots,99.0,Domantas Sabonis,Sacramento,3,0,0 0 0 1 0
2024,MVP,9,ballots,99.0,Kevin Durant,Phoenix,1,0,0 0 0 0 1
2024,MIP,1,ballots,98.0,Tyrese Maxey,Philadelphia,319,51,51 18 10
2024,MIP,2,ballots,98.0,Coby White,Chicago,305,32,32 43 16
2024,MIP,3,ballots,98.0,Alperen Sengun,Houston,92,6,6 14 20
2024,MIP,4,ballots,98.0,Jalen Williams,Oklahoma City,79,5,5 11 21
2024,MIP,5,ballots,98.0,Deni Avdija,Washington,24,1,1 5 4
2024,MIP,6,ballots,98.0,Jalen Brunson,New York,24,3,3 1 6
2024,MIP,7,ballots,98.0,Cam Thomas,Brooklyn,16,0,0 2 10
2024,MIP,8,ballots,98.0,Jalen Suggs,Orlando,11,0,0 2 5
2024,MIP,9,ballots,98.0,Duncan Robinson,Miami,4,0,0 0 4
2024,MIP,10,ballots,98.0,Shai Gilgeous-Alexander,Oklahoma City,3,0,0 1 0
2024,MIP,11,ballots,98.0,Devin Vassell,San Antonio,3,0,0 1 0
2024,MIP,12,ballots,98.0,Grayson Allen,Phoenix,1,0,0 0 1
2024,MIP,13,ballots,98.0,Aaron Nesmith,Indiana,1,0,0 0 1
2024,ROY,1,totals,,Victor Wembanyama,San Antonio,495,99,99 0 0
2024,ROY,2,totals,,Chet Holmgren,Oklahoma City,295,0,0 98 1
2024,ROY,3,totals,,Brandon Miller,Charlotte,86,0,0 1 83
2024,ROY,4,totals,,Jaime Jaquez Jr.,Miami,10,0,0 0 10
2024,ROY,5,totals,,Brandin Podziemski,Golden State,4,0,0 0 4
2024,ROY,6,totals,,Dereck Lively II,Dallas,1,0,0 0 1
2024,SMOY,1,ballots,99.0,Naz Reid,Minnesota,352,45,45 39 10
2024,SMOY,2,ballots,99.0,Malik Monk,Sacramento,342,43,43 39 10
2024,SMOY,3,ballots,99.0,Bobby Portis,Milwaukee,81,5,5 10 26
2024,SMOY,4,ballots,99.0,Norman Powell,LA Clippers,65,2,2 7 34
2024,SMOY,5,ballots,99.0,Bogdan Bogdanovic,Atlanta,40,4,4 3 11
2024,SMOY,6,ballots,99.0,Jose Alvarado,New Orleans,3,0,0 1 0
2024,SMOY,7,ballots,99.0,T.J. McConnell,Indiana,2,0,0 0 2
2024,SMOY,8,ballots,99.0,Russell Westbrook,LA Clippers,2,0,0 0 2
2024,SMOY,9,ballots,99.0,Tim Hardaway Jr.,Dallas,1,0,0 0 1
2024,SMOY,10,ballots,99.0,Jonathan Isaac,Orlando,1,0,0 0 1
2024,SMOY,11,ballots,99.0,Jaime Jaquez Jr.,Miami,1,0,0 0 1
2024,SMOY,12,ballots,99.0,Bojan Bogdanovic,New York,1,0,0 0 1
2024,COY,1,ballots,98.0,Mark Daigneault,Oklahoma City,468,88,88 9 1
2024,COY,2,ballots,98.0,Jamahl Mosley,Orlando,155,4,4 35 30
2024,COY,3,ballots,98.0,Chris Finch,Minnesota,105,1,1 23 31
2024,COY,4,ballots,98.0,Joe Mazzulla,Boston,78,2,2 16 20
2024,COY,5,ballots,98.0,Tom Thibodeau,New York,59,2,2 14 7
2024,COY,6,ballots,98.0,Erik Spoelstra,Miami,6,1,1 0 1
2024,COY,7,ballots,98.0,Ime Udoka,Houston,6,0,0 1 3
2024,COY,8,ballots,98.0,Rick Carlisle,Indiana,2,0,0 0 2
2024,COY,9,ballots,98.0,J.B. Bickerstaff,Cleveland,1,0,0 0 1
2024,COY,10,ballots,98.0,Michael Malone,Denver,1,0,0 0 1
2024,COY,11,ballots,98.0,Jason Kidd,Dallas,1,0,0 0 1
2025,CLUTCH,1,ballots,85.0,Jalen Brunson,New York,349,56,56 22 3
2025,CLUTCH,2,ballots,85.0,Nikola Jokić,Denver,273,25,25 47 7
2025,CLUTCH,3,ballots,85.0,Anthony Edwards,Minnesota,45,2,2 5 20
2025,CLUTCH,4,ballots,85.0,Trae Young,Atlanta,36,0,0 4 24
2025,CLUTCH,5,ballots,85.0,Stephen Curry,Golden State,24,1,1 3 10
2025,CLUTCH,6,ballots,85.0,Darius Garland,Cleveland,13,0,0 0 13
2025,CLUTCH,7,ballots,85.0,LeBron James,Los Angeles,13,1,1 2 2
2025,CLUTCH,8,ballots,85.0,Lakers Jalen Brunson,New York,4,0,0 1 1
2025,CLUTCH,9,ballots,85.0,Donovan Mitchell,Cleveland,3,0,0 1 0
2025,CLUTCH,10,ballots,85.0,Shai Gilgeous-Alexander,Oklahoma City,2,0,0 0 2
2025,CLUTCH,11,ballots,85.0,Lakers Nikola Jokić,Denver,1,0,0 0 1
2025,CLUTCH,12,ballots,85.0,Jayson Tatum,Boston,1,0,0 0 1
2025,CLUTCH,13,ballots,85.0,Kyrie Irving,Dallas,1,0,0 0 1
2025,DPOY,1,ballots,84.0,Evan Mobley,Cleveland,238,29,29 26 15
2025,DPOY,2,ballots,84.0,Dyson Daniels,Atlanta,155,19,19 14 18
2025,DPOY,3,ballots,84.0,Draymond Green,Golden State,143,15,15 17 17
2025,DPOY,4,ballots,84.0,Luguentz Dort,Oklahoma City,95,10,10 10 15
2025,DPOY,5,ballots,84.0,Amen Thompson,Houston,76,7,7 10 11
2025,DPOY,6,ballots,84.0,Ivica Zubac,LA Clippers,34,4,4 4 2
2025,DPOY,7,ballots,84.0,Jaren Jackson Jr.,Memphis,5,0,0 0 5
2025,DPOY,8,ballots,84.0,Toumani Camara,Portland,4,0,0 1 1
2025,DPOY,9,ballots,84.0,Shai Gilgeous-Alexander,Oklahoma City,3,0,0 1 0
2025,DPOY,10,ballots,84.0,Derrick White,Boston,3,0,0 1 0
2025,MIP,1,ballots,85.0,Dyson Daniels,Atlanta,277,38,38 28 3
2025,MIP,2,ballots,85.0,Ivica Zubac,LA Clippers,162,19,19 18 13
2025,MIP,3,ballots,85.0,Cade Cunningham,Detroit,94,11,11 9 12
2025,MIP,4,ballots,85.0,Christian Braun,Denver,91,8,8 10 21
2025,MIP,5,ballots,85.0,Austin Reaves,Los Angeles,39,3,3 4 12
2025,MIP,6,ballots,85.0,Evan Mobley,Cleveland,21,2,2 3 2
2025,MIP,7,ballots,85.0,Amen Thompson,Houston,18,1,1 2 7
2025,MIP,8,ballots,85.0,Deni Avdija,Portland,17,1,1 3 3
2025,MIP,9,ballots,85.0,Josh Giddey,Chicago,13,1,1 2 2
2025,MIP,10,ballots,85.0,Tyler Herro,Miami,9,1,1 1 1
2025,MIP,11,ballots,85.0,Payton Pritchard,Boston,5,0,0 1 2
2025,MIP,12,ballots,85.0,Lakers Tyler Herro,Miami,4,0,0 1 1
2025,MIP,13,ballots,85.0,Lakers Christian Braun,Denver,4,0,0 1 1
2025,MIP,14,ballots,85.0,Lakers Dyson Daniels,Atlanta,3,0,0 1 0
2025,MIP,15,ballots,85.0,OG Anunoby,New York,3,0,0 1 0
2025,MIP,16,ballots,85.0,Lakers Ivica Zubac,LA Clippers,2,0,0 0 2
2025,MIP,17,ballots,85.0,Toumani Camara,Portland,2,0,0 0 2
2025,MIP,18,ballots,85.0,Jalen Williams,Oklahoma City,1,0,0 0 1
2025,MVP,1,ballots,64.0,Shai Gilgeous-Alexander,Oklahoma City,637,63,63 1 0 0 0
2025,MVP,2,ballots,64.0,Nikola Jokić,Denver,451,1,1 63 0 0 0
2025,MVP,3,ballots,64.0,Giannis Antetokounmpo,Milwaukee,291,0,0 0 53 8 2
2025,MVP,4,ballots,64.0,Jayson Tatum,Boston,205,0,0 0 10 51 2
2025,MVP,5,ballots,64.0,Donovan Mitchell,Cleveland,53,0,0 0 1 3 39
2025,MVP,6,ballots,64.0,LeBron James,Los Angeles,11,0,0 0 0 1 8
2025,MVP,7,ballots,64.0,Anthony Edwards,Minnesota,7,0,0 0 0 1 4
2025,MVP,8,ballots,64.0,Cade Cunningham,Detroit,4,0,0 0 0 0 4
2025,MVP,9,ballots,64.0,Jalen Brunson,New York,1,0,0 0 0 0 1
2025,MVP,10,ballots,64.0,Stephen Curry,Golden State,1,0,0 0 0 0 1
2025,MVP,11,ballots,64.0,LakersGiannis Antetokounmpo,Milwaukee,1,0,0 0 0 0 1
2025,MVP,12,ballots,64.0,Evan Mobley,Cleveland,1,0,0 0 0 0 1
2025,MVP,13,ballots,64.0,James Harden,LA Clippers,1,0,0 0 0 0 1
2025,ROY,1,ballots,25.0,Stephon Castle,San Antonio,117,22,22 2 1
2025,ROY,2,ballots,25.0,Jaylen Wells,Memphis,62,2,2 17 1
2025,ROY,3,ballots,25.0,Zaccharie Risacher,Atlanta,26,1,1 0 21
2025,ROY,4,ballots,25.0,Alex Sarr,Washington,15,0,0 5 0
2025,ROY,5,ballots,25.0,Zach Edey,Memphis,5,0,0 1 2
2025,SMOY,1,ballots,85.0,Payton Pritchard,Boston,389,71,71 10 4
2025,SMOY,2,ballots,85.0,Malik Beasley,Detroit,233,10,10 56 15
2025,SMOY,3,ballots,85.0,Ty Jerome,Cleveland,72,1,1 11 34
2025,SMOY,4,ballots,85.0,De'Andre Hunter,Cleveland,32,2,2 2 16
2025,SMOY,5,ballots,85.0,Naz Reid,Minnesota,27,1,1 4 10
2025,SMOY,6,ballots,85.0,Nickeil Alexander-Walker,Minnesota,7,0,0 2 1
2025,SMOY,7,ballots,85.0,Russell Westbrook,Denver,4,0,0 0 4
2025,SMOY,8,ballots,85.0,Alex Caruso,Oklahoma City,1,0,0 0 1
2025,COY,1,ballots,84.0,Kenny Atkinson,Cleveland,337,50,50 27 6
2025,COY,2,ballots,84.0,J.B. Bickerstaff,Detroit,250,24,24 38 16
2025,COY,3,ballots,84.0,Ime Udoka,Houston,103,7,7 11 35
2025,COY,4,ballots,84.0,Mark Daigneault,Oklahoma City,36,2,2 6 8
2025,COY,5,ballots,84.0,Tyronn Lue,LA Clippers,27,1,1 2 16
2025,COY,6,ballots,84.0,JJ Redick,Los Angeles,3,0,0 0 3
2026,CLUTCH,1,ballots,83.0,Shai Gilgeous-Alexander,Oklahoma City,404,80,80 1 1
2026,CLUTCH,2,ballots,83.0,Jamal Murray,Denver,105,0,0 30 15
2026,CLUTCH,3,ballots,83.0,Anthony Edwards,Minnesota,91,0,0 25 16
2026,CLUTCH,4,ballots,83.0,Cade Cunningham,Detroit,35,0,0 9 8
2026,CLUTCH,5,ballots,83.0,Jalen Brunson,New York,34,2,2 6 6
2026,CLUTCH,6,ballots,83.0,Nikola Jokić,Denver,31,1,1 5 11
2026,CLUTCH,7,ballots,83.0,Luka Dončić,Los Angeles,18,0,0 4 6
2026,CLUTCH,8,ballots,83.0,Tyrese Maxey,Philadelphia,18,0,0 2 12
2026,CLUTCH,9,ballots,83.0,Kevin Durant,Houston,4,0,0 0 4
2026,CLUTCH,10,ballots,83.0,Kawhi Leonard,LA Clippers,3,0,0 1 0
2026,CLUTCH,11,ballots,83.0,Lakers Nikola Jokić,Denver,2,0,0 0 2
2026,CLUTCH,12,ballots,83.0,Lakers Jalen Brunson,New York,1,0,0 0 1
2026,CLUTCH,13,ballots,83.0,Lakers Cade Cunningham,Detroit,1,0,0 0 1
2026,MIP,1,ballots,84.0,Nickeil Alexander-Walker,Atlanta,332,56,56 15 7
2026,MIP,2,ballots,84.0,Jalen Duren,Detroit,220,19,19 36 17
2026,MIP,3,ballots,84.0,Deni Avdija,Portland,120,7,7 21 22
2026,MIP,4,ballots,84.0,Neemias Queta,Boston,27,0,0 3 18
2026,MIP,5,ballots,84.0,Jalen Johnson,Atlanta,20,1,1 4 3
2026,MIP,6,ballots,84.0,Ryan Rollins,Milwaukee,19,1,1 2 8
2026,MIP,7,ballots,84.0,Reed Sheppard,Houston,8,0,0 2 2
2026,MIP,8,ballots,84.0,Jamal Murray,Denver,3,0,0 1 0
2026,MIP,9,ballots,84.0,Collin Gillespie,Phoenix,2,0,0 0 2
2026,MIP,10,ballots,84.0,Stephon Castle,San Antonio,1,0,0 0 1
2026,MIP,11,ballots,84.0,Victor Wembanyama,San Antonio,1,0,0 0 1
2026,MIP,12,ballots,84.0,Amen Thompson,Houston,1,0,0 0 1
2026,MIP,13,ballots,84.0,Jaden McDaniels,Minnesota,1,0,0 0 1
2026,MIP,14,ballots,84.0,Naji Marshall,Dallas,1,0,0 0 1
2026,MVP,1,ballots,84.0,Shai Gilgeous-Alexander,Oklahoma City,795,72,72 10 1 0 0
2026,MVP,2,ballots,84.0,Nikola Jokić,Denver,541,8,8 43 32 0 0
2026,MVP,3,ballots,84.0,Victor Wembanyama,San Antonio,461,4,4 29 41 4 1
2026,MVP,4,ballots,84.0,Luka Dončić,Los Angeles,213,0,0 1 6 52 20
2026,MVP,5,ballots,84.0,Cade Cunningham,Detroit,50,0,0 0 2 11 7
2026,MVP,6,ballots,84.0,Jaylen Brown,Boston,49,0,0 1 1 11 4
2026,MVP,7,ballots,84.0,Lakers Cade Cunningham,Detroit,29,0,0 0 0 0 29
2026,MVP,8,ballots,84.0,Lakers Jaylen Brown,Boston,22,0,0 0 0 0 22
2026,MVP,9,ballots,84.0,Lakers Victor Wembanyama,San Antonio,15,0,0 0 0 5 0
2026,MVP,10,ballots,84.0,Lakers Shai Gilgeous-Alexander,Oklahoma City,5,0,0 0 1 0 0
2026,MVP,11,ballots,84.0,Lakers Nikola Jokić,Denver,3,0,0 0 0 1 0
2026,MVP,12,ballots,84.0,Lakers Kawhi Leonard,LA Clippers,1,0,0 0 0 0 1
2026,ROY,1,ballots,84.0,Cooper Flagg,Dallas,350,49,49 35 0
2026,ROY,2,ballots,84.0,Kon Knueppel,Charlotte,320,35,35 48 1
2026,ROY,3,ballots,84.0,VJ Edgecombe,Philadelphia,81,0,0 1 78
2026,ROY,4,ballots,84.0,Dylan Harper,San Antonio,4,0,0 0 4
2026,ROY,5,ballots,84.0,Cedric Coward,Memphis,1,0,0 0 1
2026,SMOY,1,ballots,83.0,Keldon Johnson,San Antonio,337,54,54 21 4
2026,SMOY,2,ballots,83.0,Jaime Jaquez Jr.,Miami,270,27,27 43 6
2026,SMOY,3,ballots,83.0,Tim Hardaway Jr.,Denver,37,0,0 6 19
2026,SMOY,4,ballots,83.0,Naz Reid,Minnesota,36,1,1 3 22
2026,SMOY,5,ballots,83.0,Ajay Mitchell,Oklahoma City,27,0,0 4 15
2026,SMOY,6,ballots,83.0,Reed Sheppard,Houston,25,0,0 5 10
2026,SMOY,7,ballots,83.0,Isaiah Stewart,Detroit,6,1,1 0 1
2026,SMOY,8,ballots,83.0,Ayo Dosunmu,Minnesota,4,0,0 1 1
2026,SMOY,9,ballots,83.0,Sandro Mamukelashvili,Toronto,2,0,0 0 2
2026,SMOY,10,ballots,83.0,Dylan Harper,San Antonio,2,0,0 0 2
